Food Name,Glycemic Index,Calories,Carbohydrates,Protein,Fat,Suitable for Diabetes,Suitable for Blood Pressure,Sodium Content,Potassium Content,Magnesium Content,Calcium Content,Fiber Content,Food Type,Suitable for Diabetes,Food Type
Samosa Chaat,0.894736842,0.354767184,0.580645161,0.258064516,0.14,0,0,0.436363636,0.163701068,0.076530612,0.073206442,0.087209302,Carb,0,Other
Mango Lassi,0.431578947,0.199556541,0.387096774,0.161290323,0.05,1,1,0.036363636,0.199288256,0.051020408,0.292825769,0,Carb,1,Other
Gulab Jamun,0.684210526,0.166297118,0.258064516,0.064516129,0.07,0,0,0.009090909,0.014234875,0.012755102,0.029282577,0.029069767,Carb,0,Other
Masoor Dal,0.263157895,0.390243902,0.812903226,0.774193548,0.01,1,1,0.005454545,0.855516014,0.091836735,0.027818448,0.203488372,Carb,1,Other
Aloo Paratha,1,0.329268293,0.593548387,0.258064516,0.09,0,1,0.483636364,0.229181495,0.102040816,0.13909224,0.145348837,Carb,0,Other
Tandoori Roti,0,0.11751663,0.258064516,0.096774194,0.01,1,1,0.200909091,0.059074733,0.051020408,0.019033675,0.058139535,Carb,1,Other
Chicken Korma,0,0.299334812,0.064516129,0.935483871,0.15,1,1,0.490909091,0.233451957,0.086734694,0.099560761,0.029069767,Protein,1,Other
Pulao,0.684210526,0.352549889,0.722580645,0.225806452,0.07,1,1,0.537272727,0.101067616,0.084183673,0.073206442,0.058139535,Carb,1,Other
Gajar Halwa,0.894736842,0.293791574,0.490322581,0.096774194,0.12,1,1,0.127272727,0.227758007,0.051020408,0.263543192,0.11627907,Carb,1,Other
Malai Kofta,0.894736842,0.388026608,0.193548387,0.225806452,0.29,0,1,0.709090909,0.327402135,0.140306122,0.27818448,0.058139535,Carb,0,Other
Chicken Biryani,0.526315789,0.421286031,0.580645161,0.580645161,0.12,1,1,0.727272727,0.15658363,0.102040816,0.058565154,0.058139535,Carb,1,Other
Mango Pickle,0.421052632,0.133037694,0.348387097,0.032258065,0,0,0,1,0.085409253,0.035714286,0.039531479,0.087209302,Carb,0,Other
Pav Bhaji,0.684210526,0.329268293,0.593548387,0.225806452,0.11,1,1,0.531818182,0.185053381,0.114795918,0.080527086,0.23255814,Carb,1,Other
Coconut Chutney,0.368421053,0.099778271,0.064516129,0.032258065,0.08,1,1,0.08,0.078291815,0.022959184,0.019033675,0.029069767,Other,1,Carb
Rasgulla,0.905263158,0.206208426,0.567741935,0.096774194,0,0,0,0.032727273,0.021352313,0.005102041,0.118594436,0,Carb,0,Carb
Matar Paneer,0,0.315964523,0.180645161,0.290322581,0.21,1,1,0.345454545,0.284697509,0.071428571,0.395314788,0.087209302,Other,1,Carb
Puri,0.894736842,0.088691796,0.167741935,0.064516129,0.03,0,0,0.045454545,0.028469751,0.020408163,0.011713031,0.029069767,Other,0,Carb
Chole Bhature,0.821052632,0.498891353,0.709677419,0.322580645,0.22,0,0,0.736363636,0.377224199,0.153061224,0.146412884,0.23255814,Carb,0,Carb
Bhindi Masala,0.210526316,0.133037694,0.116129032,0.064516129,0.09,1,1,0.3,0.298932384,0.114795918,0.073206442,0.087209302,Other,1,Carb
Mango Chutney,0.578947368,0.044345898,0.129032258,0,0,1,1,0.090909091,0.021352313,0.005102041,0.007320644,0,Other,1,Carb
Mutton Biryani,0.526315789,0.532150776,0.64516129,0.903225806,0.18,1,1,0.909090909,0.298932384,0.096938776,0.131771596,0.058139535,Carb,1,Carb
Puliyogare,0.684210526,0.349223947,0.670967742,0.225806452,0.09,1,1,0.536363636,0.09252669,0.06377551,0.073206442,0.058139535,Carb,1,Carb
Kheer,0.894736842,0.22172949,0.258064516,0.096774194,0.1,0,1,0.063636364,0.071174377,0.025510204,0.219619327,0,Carb,0,Carb
Rajma Masala,0.284210526,0.238359202,0.490322581,0.35483871,0.01,1,1,0.236363636,0.8113879,0.12244898,0.127379209,0.174418605,Carb,1,Carb
Pav,0.684210526,0.177383592,0.387096774,0.129032258,0.02,1,1,0.336363636,0.074733096,0.038265306,0.023426061,0.058139535,Carb,1,Carb
Veg Biryani,0.526315789,0.376940133,0.709677419,0.258064516,0.1,1,1,0.536363636,0.170818505,0.076530612,0.058565154,0.11627907,Carb,1,Carb
Tandoori Chicken,0,0.321507761,0.051612903,0.935483871,0.18,1,1,0.563636364,0.298932384,0.084183673,0.029282577,0.029069767,Protein,1,Carb
Methi Paratha,0.368421053,0.199556541,0.387096774,0.129032258,0.05,1,1,0.345454545,0.099644128,0.076530612,0.102489019,0.11627907,Carb,1,Carb
Chicken Curry,0,0.277161863,0.129032258,0.903225806,0.13,1,1,0.563636364,0.263345196,0.091836735,0.058565154,0.087209302,Other,1,Carb
Baigan Masala,0.210526316,0.144124169,0.193548387,0.064516129,0.08,1,1,0.336363636,0.291814947,0.06122449,0.05124451,0.145348837,Carb,1,Carb
Malai Paneer,0,0.354767184,0.064516129,0.516129032,0.27,1,1,0.490909091,0.220640569,0.073979592,0.673499268,0.029069767,Protein,1,Carb
Dahi Vada,0.894736842,0.199556541,0.296774194,0.129032258,0.08,0,0,0.209090909,0.113879004,0.038265306,0.087847731,0.058139535,Carb,0,Carb
Prawn Curry,0,0.22172949,0.129032258,0.806451613,0.08,1,1,0.627272727,0.270462633,0.102040816,0.117130307,0.029069767,Other,1,Carb
Gobi Manchurian,0.684210526,0.288248337,0.412903226,0.225806452,0.12,0,0,0.527272727,0.327402135,0.096938776,0.05124451,0.087209302,Carb,0,Protein
Chicken Kebab,0,0.199556541,0.025806452,0.774193548,0.09,1,1,0.418181818,0.213523132,0.06377551,0.026354319,0.029069767,Protein,1,Protein
Vegetable Curry,0,0.166297118,0.15483871,0.161290323,0.1,1,1,0.472727273,0.270462633,0.071428571,0.087847731,0.087209302,Other,1,Protein
Raita,0.315789474,0.099778271,0.103225806,0.096774194,0.05,1,1,0.1,0.128113879,0.025510204,0.117130307,0.029069767,Other,1,Protein
Kadai Paneer,0,0.321507761,0.129032258,0.387096774,0.22,1,1,0.563636364,0.270462633,0.076530612,0.65885798,0.087209302,Other,1,Protein
Vegetable Pulao,0.684210526,0.354767184,0.64516129,0.225806452,0.09,1,1,0.509090909,0.170818505,0.089285714,0.087847731,0.087209302,Carb,1,Protein
Chicken Tikka,0,0.199556541,0.025806452,0.806451613,0.08,1,1,0.345454545,0.291814947,0.089285714,0.029282577,0,Protein,1,Protein
Palak Paneer,0.157894737,0.266075388,0.103225806,0.483870968,0.17,1,1,0.518181818,0.398576512,0.096938776,0.629575403,0.087209302,Protein,1,Carb
Medu Vada,0.736842105,0.166297118,0.180645161,0.096774194,0.09,0,0,0.236363636,0.053380783,0.051020408,0.021961933,0.058139535,Other,0,Carb
Fish Curry,0,0.243902439,0.103225806,0.774193548,0.11,1,1,0.572727273,0.291814947,0.076530612,0.043923865,0.058139535,Protein,1,Vegetable
Paneer Tikka,0.157894737,0.254988914,0.064516129,0.451612903,0.18,1,1,0.345454545,0.220640569,0.076530612,0.55636896,0.029069767,Protein,1,Vegetable
Veg Cutlet,0.684210526,0.199556541,0.258064516,0.096774194,0.17,1,1,0.4,0.128113879,0.038265306,0.05124451,0.087209302,Carb,1,Vegetable
Chicken Biryani,0.526315789,0.44345898,0.580645161,0.903225806,0.15,1,1,0.709090909,0.227758007,0.076530612,0.058565154,0.058139535,Carb,1,Vegetable
Rasam,0.263157895,0.066518847,0.193548387,0.064516129,0,1,1,0.409090909,0.078291815,0.051020408,0.029282577,0.029069767,Carb,1,Vegetable
Upma,0.578947368,0.243902439,0.516129032,0.161290323,0.04,1,1,0.472727273,0.09252669,0.071428571,0.036603221,0.058139535,Carb,1,Vegetable
Lemon Rice,0.526315789,0.277161863,0.516129032,0.161290323,0.07,1,1,0.5,0.049822064,0.051020408,0.043923865,0.029069767,Carb,1,Carb
Shahi Tukda,0.684210526,0.332594235,0.516129032,0.258064516,0.12,0,1,0.136363636,0.06405694,0.025510204,0.219619327,0.058139535,Carb,0,Carb
Rajma Chawal,0.284210526,0.388026608,0.709677419,0.483870968,0.06,1,1,0.418181818,0.519572954,0.107142857,0.117130307,0.290697674,Carb,1,Carb
Kadhi Pakora,0.631578947,0.277161863,0.322580645,0.258064516,0.14,1,1,0.472727273,0.213523132,0.06377551,0.058565154,0.087209302,Carb,1,Vegetable
Aloo Gobi,0.421052632,0.199556541,0.322580645,0.161290323,0.08,1,1,0.363636364,0.355871886,0.076530612,0.087847731,0.145348837,Carb,1,Carb
Samosa,0.894736842,0.288248337,0.335483871,0.161290323,0.16,0,0,0.427272727,0.120996441,0.06377551,0.043923865,0.058139535,Carb,0,Carb
Rajasthani Dal,0.263157895,0.199556541,0.387096774,0.322580645,0.04,1,1,0.418181818,0.498220641,0.089285714,0.073206442,0.174418605,Carb,1,Carb
Kachori,0.947368421,0.22172949,0.258064516,0.161290323,0.12,0,0,0.336363636,0.113879004,0.051020408,0.036603221,0.058139535,Carb,0,Carb
Pongal,0.736842105,0.310421286,0.64516129,0.193548387,0.06,1,1,0.472727273,0.135231317,0.06377551,0.058565154,0.058139535,Carb,1,Carb
Gulab Jamun,0.736842105,0.166297118,0.322580645,0.096774194,0.05,0,1,0.063636364,0.035587189,0.012755102,0.029282577,0.029069767,Carb,0,Carb
Vada Pav,0.842105263,0.354767184,0.516129032,0.225806452,0.15,0,0,0.536363636,0.15658363,0.051020408,0.029282577,0.087209302,Carb,0,Carb
Butter Chicken,0,0.388026608,0.15483871,0.806451613,0.24,1,1,0.718181818,0.284697509,0.089285714,0.073206442,0.029069767,Other,1,Protein
Dhokla,0.894736842,0.199556541,0.412903226,0.225806452,0.02,1,1,0.518181818,0.15658363,0.06377551,0.058565154,0.087209302,Carb,1,Protein
Aloo Paratha,0.368421053,0.354767184,0.580645161,0.258064516,0.12,1,1,0.418181818,0.291814947,0.071428571,0.065885798,0.145348837,Carb,0,Carb
Pani Puri,0.894736842,0.199556541,0.322580645,0.129032258,0.08,0,0,0.372727273,0.078291815,0.038265306,0.029282577,0.058139535,Carb,1,Carb
Matar Paneer,0.210526316,0.243902439,0.193548387,0.322580645,0.14,1,1,0.436363636,0.298932384,0.06377551,0.512445095,0.087209302,Carb,1,Carb
Bhindi Masala,0.157894737,0.166297118,0.129032258,0.129032258,0.11,1,1,0.409090909,0.213523132,0.071428571,0.117130307,0.11627907,Other,0,Carb
Pav Bhaji,0.736842105,0.332594235,0.516129032,0.193548387,0.14,0,0,0.509090909,0.384341637,0.102040816,0.087847731,0.174418605,Carb,1,Carb
Chicken Biryani,0.526315789,0.44345898,0.580645161,0.903225806,0.15,1,1,0.709090909,0.227758007,0.076530612,0.058565154,0.058139535,Carb,1,Carb
Dosa,0.526315789,0.133037694,0.322580645,0.096774194,0.01,1,1,0.409090909,0.163701068,0.045918367,0.029282577,0.029069767,Carb,1,Carb
Paneer Butter Masala,0.157894737,0.310421286,0.15483871,0.387096774,0.2,1,1,0.545454545,0.341637011,0.081632653,0.585651537,0.087209302,Other,1,Carb
Fish Fry,0,0.243902439,0.129032258,0.806451613,0.1,1,1,0.527272727,0.284697509,0.089285714,0.058565154,0,Other,0,Carb
Chole Bhature,0.526315789,0.421286031,0.64516129,0.322580645,0.16,0,0,0.509090909,0.227758007,0.076530612,0.102489019,0.174418605,Carb,1,Carb
Tandoori Chicken,0,0.243902439,0.025806452,0.967741935,0.1,1,1,0.436363636,0.241992883,0.06377551,0.029282577,0.029069767,Protein,1,Carb
Mutton Biryani,0.526315789,0.498891353,0.516129032,0.806451613,0.2,1,1,0.772727273,0.270462633,0.102040816,0.087847731,0.058139535,Carb,1,Carb
Kheer,0.684210526,0.199556541,0.387096774,0.161290323,0.06,1,1,0.109090909,0.06405694,0.025510204,0.219619327,0.029069767,Carb,1,Protein
Chicken Curry,0,0.277161863,0.129032258,0.903225806,0.13,1,1,0.563636364,0.263345196,0.091836735,0.058565154,0.087209302,Other,1,Carb
Pulao,0.684210526,0.310421286,0.64516129,0.161290323,0.08,1,1,0.490909091,0.128113879,0.06377551,0.058565154,0.058139535,Carb,1,Carb
Gobi Manchurian,0.578947368,0.254988914,0.387096774,0.161290323,0.1,1,1,0.563636364,0.227758007,0.071428571,0.087847731,0.11627907,Carb,1,Carb
Masoor Dal,0.315789474,0.199556541,0.387096774,0.322580645,0.02,1,1,0.381818182,0.519572954,0.076530612,0.087847731,0.23255814,Carb,1,Carb
Mushroom Curry,0.105263158,0.22172949,0.193548387,0.258064516,0.14,1,1,0.472727273,0.284697509,0.06377551,0.117130307,0.11627907,Carb,1,Carb
Rava Upma,0.578947368,0.243902439,0.516129032,0.129032258,0.06,1,1,0.427272727,0.128113879,0.06377551,0.029282577,0.058139535,Carb,1,Protein
Chicken Korma,0,0.354767184,0.129032258,0.806451613,0.2,1,1,0.590909091,0.270462633,0.089285714,0.073206442,0.029069767,Other,1,Protein
Rajma Masala,0.284210526,0.310421286,0.580645161,0.483870968,0.04,1,1,0.527272727,0.533807829,0.096938776,0.117130307,0.261627907,Carb,0,Protein
Aloo Tikki,0.894736842,0.199556541,0.258064516,0.129032258,0.1,0,0,0.363636364,0.199288256,0.051020408,0.043923865,0.058139535,Carb,0,Protein
Butter Naan,0.736842105,0.354767184,0.516129032,0.258064516,0.12,0,0,0.436363636,0.106761566,0.06377551,0.073206442,0.087209302,Carb,1,Carb
Shahi Paneer,0.210526316,0.288248337,0.193548387,0.322580645,0.16,1,1,0.490909091,0.320284698,0.071428571,0.512445095,0.058139535,Carb,0,Carb
Dahi Vada,0.526315789,0.22172949,0.387096774,0.193548387,0.08,0,1,0.345454545,0.170818505,0.051020408,0.043923865,0.058139535,Carb,1,Vegetable
Baingan Bharta,0.157894737,0.199556541,0.258064516,0.129032258,0.1,1,1,0.418181818,0.270462633,0.076530612,0.058565154,0.145348837,Carb,1,Vegetable
Malai Kofta,0.263157895,0.354767184,0.322580645,0.258064516,0.18,1,1,0.536363636,0.341637011,0.081632653,0.146412884,0.11627907,Carb,1,Vegetable
Pesarattu,0.368421053,0.199556541,0.387096774,0.161290323,0.04,1,1,0.381818182,0.199288256,0.06377551,0.029282577,0.174418605,Carb,1,Vegetable
Vegetable Biryani,0.526315789,0.388026608,0.64516129,0.258064516,0.12,1,1,0.6,0.227758007,0.076530612,0.073206442,0.11627907,Carb,1,Vegetable
Chicken Tikka Masala,0,0.376940133,0.15483871,0.806451613,0.22,1,1,0.645454545,0.277580071,0.089285714,0.087847731,0.058139535,Other,1,Other
Rava Idli,0.684210526,0.166297118,0.387096774,0.129032258,0.02,1,1,0.4,0.128113879,0.056122449,0.029282577,0.058139535,Carb,1,Protein
Vegetable Korma,0.263157895,0.277161863,0.258064516,0.258064516,0.16,1,1,0.472727273,0.320284698,0.076530612,0.146412884,0.145348837,Carb,1,Carb
Kadai Paneer,0.210526316,0.310421286,0.193548387,0.387096774,0.18,1,1,0.5,0.341637011,0.081632653,0.439238653,0.087209302,Carb,1,Carb
Uttapam,0.578947368,0.22172949,0.451612903,0.193548387,0.04,1,1,0.436363636,0.199288256,0.06377551,0.058565154,0.087209302,Carb,1,Carb
Vegetable Pulao,0.631578947,0.310421286,0.580645161,0.161290323,0.08,1,1,0.509090909,0.227758007,0.06377551,0.087847731,0.11627907,Carb,1,Carb
Chicken Curry,0,0.321507761,0.129032258,0.838709677,0.16,1,1,0.563636364,0.270462633,0.089285714,0.073206442,0.087209302,Other,1,Protein
Methi Thepla,0.473684211,0.243902439,0.322580645,0.161290323,0.12,1,1,0.436363636,0.213523132,0.071428571,0.117130307,0.11627907,Carb,1,Protein
Palak Paneer,0.210526316,0.288248337,0.193548387,0.387096774,0.18,1,1,0.5,0.341637011,0.081632653,0.585651537,0.11627907,Carb,0,Protein
Pani Puri,0.894736842,0.088691796,0.193548387,0.064516129,0.02,0,0,0.2,0.085409253,0.025510204,0.029282577,0.058139535,Carb,0,Carb
Aloo Paratha,0.736842105,0.354767184,0.516129032,0.258064516,0.14,0,0,0.509090909,0.177935943,0.06377551,0.073206442,0.11627907,Carb,1,Carb
Chicken 65,0,0.321507761,0.193548387,0.806451613,0.16,1,1,0.618181818,0.277580071,0.089285714,0.087847731,0.029069767,Carb,1,Carb
Chana Masala,0.442105263,0.288248337,0.580645161,0.322580645,0.04,1,1,0.527272727,0.533807829,0.102040816,0.117130307,0.290697674,Carb,0,Carb
Vada Pav,0.684210526,0.354767184,0.580645161,0.258064516,0.14,0,0,0.527272727,0.24911032,0.06377551,0.058565154,0.11627907,Carb,1,Carb
Mutton Rogan Josh,0,0.399113082,0.15483871,0.903225806,0.24,1,1,0.636363636,0.291814947,0.102040816,0.102489019,0.058139535,Other,0,Protein
Papdi Chaat,0.684210526,0.22172949,0.387096774,0.161290323,0.08,0,0,0.345454545,0.170818505,0.051020408,0.043923865,0.058139535,Carb,0,Protein
Malabar Parotta,0.789473684,0.288248337,0.451612903,0.161290323,0.12,0,0,0.418181818,0.128113879,0.051020408,0.073206442,0.058139535,Carb,1,Carb
Fish Curry,0,0.310421286,0.129032258,0.806451613,0.16,1,1,0.563636364,0.270462633,0.089285714,0.058565154,0.058139535,Other,1,Protein
Gajar Halwa,0.736842105,0.266075388,0.451612903,0.161290323,0.1,1,1,0.109090909,0.128113879,0.051020408,0.234260615,0.058139535,Carb,1,Protein
Kadhi Pakora,0.473684211,0.243902439,0.258064516,0.193548387,0.14,1,1,0.490909091,0.213523132,0.071428571,0.117130307,0.087209302,Carb,1,Carb
Rasgulla,0.684210526,0.166297118,0.451612903,0.064516129,0,1,1,0.031818182,0.028469751,0.012755102,0.117130307,0,Carb,1,Carb
Kheer,0.684210526,0.243902439,0.387096774,0.129032258,0.1,1,1,0.086363636,0.106761566,0.051020408,0.263543192,0.029069767,Carb,1,Carb
Paneer Tikka,0.210526316,0.310421286,0.103225806,0.483870968,0.2,1,1,0.563636364,0.341637011,0.076530612,0.439238653,0.058139535,Protein,1,Carb
Matar Paneer,0.368421053,0.266075388,0.258064516,0.322580645,0.16,1,1,0.518181818,0.320284698,0.071428571,0.292825769,0.11627907,Carb,0,Carb
Pav Bhaji,0.578947368,0.354767184,0.516129032,0.258064516,0.16,0,0,0.709090909,0.320284698,0.076530612,0.146412884,0.145348837,Carb,1,Carb
Chicken Biryani,0.526315789,0.44345898,0.580645161,0.64516129,0.16,1,1,0.745454545,0.341637011,0.089285714,0.087847731,0.058139535,Carb,1,Carb
Dosa,0.526315789,0.199556541,0.451612903,0.129032258,0.02,1,1,0.418181818,0.199288256,0.056122449,0.029282577,0.087209302,Carb,1,Protein
Lassi,0.263157895,0.133037694,0.258064516,0.096774194,0.03,1,1,0.045454545,0.128113879,0.025510204,0.146412884,0,Carb,1,Protein
Rajma Chawal,0.284210526,0.354767184,0.709677419,0.322580645,0.06,1,1,0.618181818,0.533807829,0.102040816,0.146412884,0.203488372,Carb,0,Carb
Chole Bhature,0.526315789,0.44345898,0.64516129,0.322580645,0.18,0,0,0.709090909,0.370106762,0.089285714,0.146412884,0.23255814,Carb,1,Carb
Hummus,0.063157895,0.188470067,0.258064516,0.193548387,0.09,1,1,0.209090909,0.170818505,0.102040816,0.058565154,0.174418605,Carb,1,Carb
Falafel,0.315789474,0.354767184,0.451612903,0.322580645,0.18,1,1,0.390909091,0.284697509,0.089285714,0.146412884,0.203488372,Carb,1,Carb
Tabbouleh,0.263157895,0.199556541,0.258064516,0.129032258,0.1,1,1,0.254545455,0.177935943,0.051020408,0.117130307,0.087209302,Carb,1,Carb
Shawarma,0.210526316,0.44345898,0.322580645,0.967741935,0.2,1,1,0.890909091,0.320284698,0.076530612,0.175695461,0.087209302,Carb,1,Carb
Moutabal,0.126315789,0.177383592,0.129032258,0.096774194,0.12,1,1,0.218181818,0.149466192,0.06377551,0.087847731,0.058139535,Other,1,Carb
Mandi,0.473684211,0.44345898,0.774193548,0.387096774,0.1,1,1,0.590909091,0.213523132,0.089285714,0.117130307,0.11627907,Carb,1,Carb
Kabsa,0.526315789,0.421286031,0.580645161,0.483870968,0.16,1,1,0.654545455,0.24911032,0.076530612,0.087847731,0.087209302,Carb,1,Carb
Fatayer,0.315789474,0.277161863,0.387096774,0.258064516,0.12,1,1,0.345454545,0.142348754,0.051020408,0.058565154,0.087209302,Carb,1,Carb
Manakish,0.473684211,0.310421286,0.387096774,0.387096774,0.14,1,1,0.436363636,0.177935943,0.071428571,0.175695461,0.058139535,Carb,1,Carb
Lamb Kofta,0,0.354767184,0.103225806,0.806451613,0.2,1,1,0.563636364,0.270462633,0.089285714,0.087847731,0.058139535,Protein,1,Carb
Labneh,0.042105263,0.166297118,0.077419355,0.322580645,0.1,1,1,0.181818182,0.170818505,0.076530612,0.512445095,0,Protein,0,Carb
Kunafa,0.789473684,0.332594235,0.516129032,0.161290323,0.14,0,0,0.227272727,0.071174377,0.038265306,0.175695461,0.058139535,Carb,1,Carb
Shish Taouk,0,0.310421286,0.064516129,0.806451613,0.18,1,1,0.672727273,0.270462633,0.076530612,0.087847731,0.029069767,Protein,1,Carb
Shawarma Wrap,0.210526316,0.44345898,0.451612903,0.483870968,0.22,1,1,0.863636364,0.298932384,0.089285714,0.146412884,0.11627907,Carb,1,Carb
Mansaf,0.421052632,0.554323725,0.580645161,0.806451613,0.28,1,1,0.727272727,0.391459075,0.102040816,0.219619327,0.087209302,Carb,1,Carb
Foul Medames,0.421052632,0.266075388,0.516129032,0.387096774,0.02,1,1,0.272727273,0.427046263,0.102040816,0.117130307,0.290697674,Carb,1,Carb
Lamb Shawarma,0.210526316,0.388026608,0.193548387,0.967741935,0.22,1,1,0.8,0.291814947,0.089285714,0.087847731,0.058139535,Carb,1,Carb
Laban,0.042105263,0.099778271,0.15483871,0.096774194,0.03,1,1,0.081818182,0.15658363,0.025510204,0.175695461,0,Other,1,Carb
Muhallabia,0.263157895,0.199556541,0.322580645,0.161290323,0.08,1,1,0.068181818,0.106761566,0.038265306,0.219619327,0.029069767,Carb,1,Carb
Chicken Mandi,0.473684211,0.465631929,0.580645161,0.806451613,0.18,1,1,0.654545455,0.277580071,0.076530612,0.117130307,0.087209302,Carb,1,Carb
Kibbeh,0.315789474,0.288248337,0.258064516,0.483870968,0.14,1,1,0.436363636,0.24911032,0.06377551,0.087847731,0.087209302,Carb,0,Carb
Samboosa,0.842105263,0.199556541,0.258064516,0.161290323,0.1,0,0,0.181818182,0.128113879,0.051020408,0.029282577,0.058139535,Carb,1,Protein
Mutton Biryani,0.526315789,0.44345898,0.580645161,0.64516129,0.16,1,1,0.745454545,0.341637011,0.089285714,0.087847731,0.058139535,Carb,1,Carb
Mango Juice,0.578947368,0.166297118,0.451612903,0.032258065,0,1,1,0.009090909,0.142348754,0.038265306,0.036603221,0.058139535,Carb,1,Protein
Kofta,0,0.332594235,0.129032258,0.806451613,0.18,1,1,0.618181818,0.298932384,0.076530612,0.087847731,0.087209302,Other,1,Carb
Makbous,0.578947368,0.421286031,0.580645161,0.483870968,0.18,1,1,0.772727273,0.270462633,0.089285714,0.131771596,0.11627907,Carb,1,Carb
Lamb Ouzi,0.421052632,0.498891353,0.64516129,0.64516129,0.2,1,1,0.745454545,0.391459075,0.076530612,0.175695461,0.087209302,Carb,1,Carb
Fattoush,0.263157895,0.199556541,0.322580645,0.161290323,0.08,1,1,0.290909091,0.177935943,0.051020408,0.175695461,0.11627907,Carb,1,Carb
Mansaf,0.421052632,0.554323725,0.580645161,0.806451613,0.28,1,1,0.727272727,0.391459075,0.102040816,0.219619327,0.087209302,Carb,1,Carb
Kibbeh Nayyeh,0,0.277161863,0.193548387,0.483870968,0.18,1,1,0.318181818,0.213523132,0.06377551,0.073206442,0.058139535,Carb,1,Carb
Falafel Wrap,0.315789474,0.354767184,0.451612903,0.322580645,0.18,1,1,0.618181818,0.24911032,0.089285714,0.117130307,0.145348837,Carb,1,Carb
Labneh Manakish,0.421052632,0.310421286,0.387096774,0.322580645,0.15,1,1,0.436363636,0.177935943,0.06377551,0.175695461,0.058139535,Carb,,
Arayes,0.526315789,0.421286031,0.387096774,0.64516129,0.22,1,1,0.709090909,0.284697509,0.089285714,0.146412884,0.087209302,Carb,,
Kunafa,0.789473684,0.354767184,0.516129032,0.161290323,0.16,0,0,0.181818182,0.071174377,0.038265306,0.175695461,0.058139535,Carb,,
Baklava,0.578947368,0.354767184,0.387096774,0.161290323,0.18,0,0,0.181818182,0.071174377,0.038265306,0.175695461,0.058139535,Carb,,
Kabsa,0.526315789,0.465631929,0.64516129,0.64516129,0.15,1,1,0.709090909,0.284697509,0.089285714,0.117130307,0.087209302,Carb,,
Sambousek,0.473684211,0.266075388,0.322580645,0.322580645,0.12,1,1,0.327272727,0.15658363,0.051020408,0.087847731,0.058139535,Carb,,
Mujadara,0.368421053,0.354767184,0.709677419,0.322580645,0.06,1,1,0.472727273,0.320284698,0.076530612,0.117130307,0.23255814,Carb,,
Shakshuka,0.526315789,0.277161863,0.193548387,0.322580645,0.18,1,1,0.436363636,0.213523132,0.051020408,0.146412884,0.11627907,Carb,,
Lentil Soup,0.368421053,0.199556541,0.387096774,0.258064516,0.04,1,1,0.436363636,0.284697509,0.06377551,0.087847731,0.23255814,Carb,,
Foul Sandwich,0.421052632,0.332594235,0.580645161,0.483870968,0.06,1,1,0.527272727,0.320284698,0.089285714,0.175695461,0.174418605,Carb,,
Chicken Shawarma,0.210526316,0.388026608,0.258064516,0.967741935,0.18,1,1,0.8,0.298932384,0.089285714,0.087847731,0.058139535,Carb,,
Harira Soup,0.421052632,0.243902439,0.387096774,0.322580645,0.08,1,1,0.5,0.227758007,0.076530612,0.117130307,0.11627907,Carb,,
Lamb Kabsa,0.526315789,0.532150776,0.516129032,0.806451613,0.22,1,1,0.763636364,0.334519573,0.076530612,0.175695461,0.087209302,Carb,,
Maamoul,0.715789474,0.199556541,0.258064516,0.096774194,0.1,0,0,0.027272727,0.056939502,0.038265306,0.021961933,0.029069767,Carb,,
Baba Ganoush,0.105263158,0.166297118,0.129032258,0.064516129,0.12,1,1,0.163636364,0.149466192,0.051020408,0.043923865,0.11627907,Other,,
Za'atar Manakish,0.578947368,0.277161863,0.387096774,0.161290323,0.12,1,1,0.345454545,0.15658363,0.06377551,0.175695461,0.058139535,Carb,,
